L1_x0,L1_y0,L1_z0,L1_x1,L1_y1,L1_z1,L1_x2,L1_y2,L1_z2,L1_x3,L1_y3,L1_z3,L1_x4,L1_y4,L1_z4,L1_x5,L1_y5,L1_z5,L1_x6,L1_y6,L1_z6,L1_x7,L1_y7,L1_z7,L1_x8,L1_y8,L1_z8,L1_x9,L1_y9,L1_z9,L1_x10,L1_y10,L1_z10,L1_x11,L1_y11,L1_z11,L1_x12,L1_y12,L1_z12,L1_x13,L1_y13,L1_z13,L1_x14,L1_y14,L1_z14,L1_x15,L1_y15,L1_z15,L1_x16,L1_y16,L1_z16,L1_x17,L1_y17,L1_z17,L1_x18,L1_y18,L1_z18,L1_x19,L1_y19,L1_z19,L1_x20,L1_y20,L1_z20,L2_x0,L2_y0,L2_z0,L2_x1,L2_y1,L2_z1,L2_x2,L2_y2,L2_z2,L2_x3,L2_y3,L2_z3,L2_x4,L2_y4,L2_z4,L2_x5,L2_y5,L2_z5,L2_x6,L2_y6,L2_z6,L2_x7,L2_y7,L2_z7,L2_x8,L2_y8,L2_z8,L2_x9,L2_y9,L2_z9,L2_x10,L2_y10,L2_z10,L2_x11,L2_y11,L2_z11,L2_x12,L2_y12,L2_z12,L2_x13,L2_y13,L2_z13,L2_x14,L2_y14,L2_z14,L2_x15,L2_y15,L2_z15,L2_x16,L2_y16,L2_z16,L2_x17,L2_y17,L2_z17,L2_x18,L2_y18,L2_z18,L2_x19,L2_y19,L2_z19,L2_x20,L2_y20,L2_z20,Fx33,Fy33,Fz33,Fx133,Fy133,Fz133,Fx362,Fy362,Fz362,Fx263,Fy263,Fz263,Fx1,Fy1,Fz1,Fx2,Fy2,Fz2,Fx4,Fy4,Fz4,Fx5,Fy5,Fz5,Fx45,Fy45,Fz45,Fx275,Fy275,Fz275,Fx61,Fy61,Fz61,Fx291,Fy291,Fz291,Fx0,Fy0,Fz0,Fx17,Fy17,Fz17,Fx57,Fy57,Fz57,Fx287,Fy287,Fz287,label,timestamp
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4451758861541748,0.29918357729911804,0.013962943106889725,0.48504501581192017,0.3068360686302185,0.005437248852103949,0.5447884202003479,0.3085964322090149,0.003873824840411544,0.5855991840362549,0.3023611903190613,0.010164828039705753,0.5148808360099792,0.3825504779815674,-0.04636446386575699,0.5141414999961853,0.3919278085231781,-0.024002907797694206,0.5153984427452087,0.3712345063686371,-0.049595244228839874,0.5158363580703735,0.35569530725479126,-0.046515218913555145,0.5062419176101685,0.37049412727355957,-0.04832760989665985,0.524019718170166,0.3719376027584076,-0.04876415804028511,0.4797806143760681,0.44586122035980225,0.00693160854279995,0.5537485480308533,0.4480162262916565,0.00446881540119648,0.5157637000083923,0.4338424503803253,-0.022809432819485664,0.5160034894943237,0.4703192114830017,-0.011817602440714836,0.46350961923599243,0.42649075388908386,0.008393645286560059,0.5602502226829529,0.4339871108531952,0.0054872529581189156,nakikinig,2025-11-21T07:43:48.478196
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4416506737470627,0.3004653751850128,0.011191355530172586,0.4829827845096588,0.3067081570625305,0.0036358401994220912,0.542985200881958,0.30849216878414154,0.0038986430736258626,0.5846017897129059,0.3020448386669159,0.011489332187920809,0.5173566341400146,0.38261188566684723,-0.04737188667058945,0.5156819224357605,0.3927635997533798,-0.024078533053398132,0.5178484320640564,0.37098532915115356,-0.05084878019988537,0.5177531242370605,0.3550563305616379,-0.047887515276670456,0.5082375109195709,0.37067486345767975,-0.04975277744233608,0.5265141427516937,0.3713895231485367,-0.04978397488594055,0.4804292172193527,0.4463597238063812,0.006783743621781468,0.5535919666290283,0.44845302402973175,0.0067276922054588795,0.5172841846942902,0.43294407427310944,-0.02267722226679325,0.5169931948184967,0.4718305468559265,-0.010828823316842318,0.4622318744659424,0.43142393231391907,0.00812011444941163,0.5613720715045929,0.43475545942783356,0.008007940836250782,nakikinig,2025-11-21T07:43:48.634126
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4415474310517311,0.29793839156627655,0.01096967770718038,0.48540642857551575,0.30551716685295105,0.004811019258340821,0.5453296005725861,0.3054765686392784,0.007390895450953394,0.5858113318681717,0.30155564844608307,0.016498616198077798,0.5214126110076904,0.3820130005478859,-0.047726716846227646,0.518211841583252,0.39348267763853073,-0.024685156531631947,0.5222155749797821,0.3697842210531235,-0.05098730232566595,0.5219406485557556,0.3533056601881981,-0.04757355526089668,0.5121717602014542,0.3695673868060112,-0.05012060049921274,0.5308585315942764,0.3703877106308937,-0.049628863111138344,0.4789423421025276,0.4454708993434906,0.0022480747429654002,0.5542891919612885,0.44827351719141006,0.005370954982936382,0.5179467052221298,0.43302424997091293,-0.024251198396086693,0.5168424993753433,0.472765251994133,-0.015044803963974118,0.46065753698349,0.4346928745508194,0.0033659060718491673,0.5606878250837326,0.4386669918894768,0.006927538197487593,nakikinig,2025-11-21T07:43:48.823562
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4405009187757969,0.29475589841604233,0.009977469104342163,0.48601529002189636,0.30453595519065857,0.004906878384645097,0.5473235696554184,0.3049588017165661,0.009378807415487245,0.5875128582119942,0.3008532300591469,0.019792753388173878,0.5243830978870392,0.38173090294003487,-0.04751710407435894,0.5199273228645325,0.39365091547369957,-0.02476854482665658,0.5254259258508682,0.36915022879838943,-0.05066601326689124,0.5250433087348938,0.35227329656481743,-0.047060297802090645,0.5152090862393379,0.36886484548449516,-0.050003612879663706,0.5339450612664223,0.3698834963142872,-0.04907840769737959,0.4770181216299534,0.4449346363544464,-0.0005186208873055875,0.5545203536748886,0.4488725997507572,0.005480025662109256,0.5184958800673485,0.4328440986573696,-0.02463387418538332,0.5173401013016701,0.47216980904340744,-0.017429852508939803,0.4587078094482422,0.4344199672341347,0.00032955309143289924,0.5600483044981956,0.4396085850894451,0.0071860505267977715,nakikinig,2025-11-21T07:43:48.923056
0.17023321986198425,0.2599642872810364,2.5948688175958523e-07,0.16835400462150574,0.22686728835105896,-0.0019956729374825954,0.18195229768753052,0.1918451339006424,-0.006258130539208651,0.19175738096237183,0.16674935817718506,-0.009613092988729477,0.1896088570356369,0.14737747609615326,-0.013147777877748013,0.2020556479692459,0.19463469088077545,-0.019049858674407005,0.21854831278324127,0.16329284012317657,-0.02469908632338047,0.2288195788860321,0.14549240469932556,-0.026967400684952736,0.2370488941669464,0.13279035687446594,-0.02793438360095024,0.21175140142440796,0.21157105267047882,-0.020618990063667297,0.24367327988147736,0.1858724057674408,-0.027192674577236176,0.26217854022979736,0.16874919831752777,-0.02992163598537445,0.2761872410774231,0.15702305734157562,-0.030940616503357887,0.217451810836792,0.23174729943275452,-0.020034560933709145,0.23590058088302612,0.2140975296497345,-0.023620372638106346,0.22652603685855865,0.21249158680438995,-0.01842663064599037,0.21761628985404968,0.2166716307401657,-0.013243179768323898,0.2196507304906845,0.2507748305797577,-0.019241230562329292,0.23211228847503662,0.23206453025341034,-0.018961604684591293,0.22419625520706177,0.2318122833967209,-0.010840416885912418,0.2171148806810379,0.23700712621212006,-0.003678399370983243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4402542132884264,0.2950582019984722,0.007012803514953703,0.48652176558971405,0.305133581161499,0.0030390215906663798,0.5478572174906731,0.30496290884912014,0.009434198858798482,0.588118139654398,0.3003235049545765,0.021127349289599806,0.5270692855119705,0.38279123045504093,-0.0478966673836112,0.521691232919693,0.39462958090007305,-0.024543587351217866,0.528248019516468,0.3699791766703129,-0.05127369496040046,0.5276913344860077,0.3527136202901602,-0.04789313953369856,0.517838541418314,0.36966719292104244,-0.050818362506106496,0.536709476262331,0.3706693146377802,-0.049460509326308966,0.4765481073409319,0.4460142254829407,-0.00047434902808163315,0.5548211261630058,0.4499110449105501,0.008365333895199,0.5194266550242901,0.43176875822246075,-0.023834527004510164,0.5179097838699818,0.4724612794816494,-0.016586582001764327,0.457304447889328,0.4351879544556141,8.475198410451412e-05,0.5606234483420849,0.4402730520814657,0.010195949580520391,nakikinig,2025-11-21T07:43:49.061698
0.24540282785892487,0.4021519720554352,2.298715031656684e-07,0.2475711852312088,0.34721265733242035,0.003546361578628421,0.27047526836395264,0.2947521284222603,7.020612247288227e-05,0.28602200746536255,0.2543124556541443,-0.0039275275194086134,0.28569748252630234,0.22386013716459274,-0.008135267067700624,0.29215895384550095,0.2902350500226021,-0.01867294032126665,0.3143402710556984,0.23898512870073318,-0.026564044877886772,0.32986967265605927,0.21600227057933807,-0.028530933894217014,0.33907078206539154,0.2020336240530014,-0.028052364476025105,0.3071417510509491,0.31532467156648636,-0.02419382333755493,0.35690564662218094,0.2814086973667145,-0.03121994063258171,0.3786310851573944,0.26700509339571,-0.03141949698328972,0.3895891010761261,0.25885557383298874,-0.029747985303401947,0.3165973275899887,0.3471102863550186,-0.027158246375620365,0.3522641658782959,0.3235412836074829,-0.030796880833804607,0.3407375290989876,0.3242213800549507,-0.022867880761623383,0.32583068311214447,0.3296949192881584,-0.015117838978767395,0.32168208807706833,0.3798617273569107,-0.029385770671069622,0.3454322963953018,0.35318826884031296,-0.027222979813814163,0.3349137157201767,0.353406585752964,-0.015634003560990095,0.3215783014893532,0.3592735454440117,-0.005387445795349777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4404703537002206,0.2960317935794592,0.005573226109845564,0.48640548437833786,0.30482254922389984,0.0019266916606284212,0.547562088817358,0.3055387018248439,0.009054970876604784,0.5879199225455523,0.3013570848852396,0.021283684560330585,0.5272093489766121,0.38454038370400667,-0.048921588342636824,0.5218648165464401,0.39651044365018606,-0.02470044430810958,0.5283776558935642,0.371592091396451,-0.052535222261212766,0.5277929455041885,0.354067194275558,-0.04931785864755511,0.5177683550864458,0.37130437325686216,-0.05214231519494206,0.5370228532701731,0.37223439384251833,-0.05062655243091285,0.477126837708056,0.4472946524620056,0.00018044717580778524,0.5541218183934689,0.45190198067575693,0.009947960206773132,0.5204374250024557,0.4323757207021117,-0.023630201118066907,0.5180241260677576,0.4756464045494795,-0.015579296654323116,0.45686154067516327,0.4380891714245081,0.0007301756413653493,0.5612490382045507,0.442746895365417,0.011919034877792,nakikinig,2025-11-21T07:43:49.245446
0.27913594990968704,0.4776807874441147,9.395373901099902e-08,0.2843261882662773,0.4121123477816582,0.0017714940006499091,0.31523118913173676,0.34764963760972023,-0.0005336916074156761,0.33468197286129,0.2991667091846466,-0.0033047757169697434,0.33553555235266685,0.2621542774140835,-0.006109512876719236,0.3447716496884823,0.35076284781098366,-0.014698571059852839,0.38775237277150154,0.3127623237669468,-0.020716623403131962,0.41014473885297775,0.29573043435811996,-0.02187849674373865,0.42310576885938644,0.28348975628614426,-0.021564319264143705,0.36040589213371277,0.3812395967543125,-0.018792536109685898,0.41249072924256325,0.3521435707807541,-0.02364526968449354,0.4180630296468735,0.34325138106942177,-0.021843872498720884,0.4139770120382309,0.338899340480566,-0.019507281947880983,0.37018314749002457,0.41573625057935715,-0.02100034710019827,0.41114772856235504,0.39031052589416504,-0.02312719961628318,0.3987543471157551,0.38957876339554787,-0.014819533098489046,0.3815319463610649,0.3938348703086376,-0.007998224929906428,0.3752572797238827,0.44857148081064224,-0.02271507726982236,0.4037974402308464,0.41968850418925285,-0.01921518798917532,0.3927306607365608,0.41937242820858955,-0.007928456252557226,0.3776250220835209,0.42562616989016533,0.0012680525542236865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4404001315124333,0.2966187698766589,0.006039329324266873,0.48575102910399437,0.3046109452843666,0.002540832929298631,0.5471728574484587,0.3057712852023542,0.010084751036629314,0.5878209630027413,0.3010742338374257,0.0227021445898572,0.5279830731451511,0.3858549171127379,-0.04910846776328981,0.5224630460143089,0.39812986133620143,-0.024999415560159832,0.5291643757373095,0.37271102610975504,-0.0526423851842992,0.528476782143116,0.3549956171773374,-0.049247529124841094,0.5184250334277749,0.3724589548073709,-0.052285354875493795,0.5378175200894475,0.3733531632460654,-0.050671012490056455,0.4775198553688824,0.4483834356069565,-0.001079102778021479,0.553721709176898,0.4531393242068589,0.009231099829776213,0.5205653933808208,0.43307338235899806,-0.024239028454758227,0.5178327457979321,0.4773093005642295,-0.017345380227197893,0.4566393718123436,0.44045179057866335,-0.0005809093709103763,0.5619928939267993,0.4447815208695829,0.011228588526137173,nakikinig,2025-11-21T07:43:49.379782
0.2992735840380192,0.5187943205237389,2.8002897511925084e-07,0.3048327676951885,0.44670211896300316,0.0017303989499168893,0.3379680886864662,0.3803019542247057,-0.0017160981660708785,0.36040861159563065,0.330552414059639,-0.005686955482815392,0.3613371532410383,0.29077999107539654,-0.009626847924664617,0.36493690125644207,0.3739615697413683,-0.0178937001619488,0.4018817041069269,0.31782093830406666,-0.026989749167114496,0.42437538132071495,0.28720420226454735,-0.03012350993230939,0.44073856994509697,0.26455817744135857,-0.030885845189914107,0.38434310257434845,0.40505443699657917,-0.023376737721264362,0.44516939111053944,0.369445763528347,-0.03034544875845313,0.4693284258246422,0.3523692060261965,-0.030264310305938125,0.48344551771879196,0.34173267893493176,-0.028969614068046212,0.3966291584074497,0.44223060831427574,-0.026824891101568937,0.43950333446264267,0.4194304943084717,-0.03194492566399276,0.42440412379801273,0.42083551175892353,-0.02433729195035994,0.4051624946296215,0.4276082720607519,-0.01662733155535534,0.4036190789192915,0.4786115474998951,-0.029875817010179162,0.43163394555449486,0.45274785719811916,-0.028535047080367804,0.41828637197613716,0.45480901934206486,-0.01693113291548798,0.40237502939999104,0.4628497716039419,-0.006574423488928005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4389918635133654,0.29611665522679687,0.008296192383568268,0.48579484038054943,0.30418186262249947,0.004902305819086905,0.5476391082629561,0.3054388880264014,0.012386872420393047,0.5868767579086125,0.30052928486838937,0.024774610130407382,0.5291023273020983,0.38060430553741753,-0.048345977324061096,0.5234005264937878,0.3935431295540184,-0.02552098224987276,0.5302423546090722,0.36756862374022603,-0.05138002833700739,0.5293901897966862,0.35044011916033924,-0.04745711002033204,0.5196520914323628,0.3675303857307881,-0.05102507412084378,0.5386578650213778,0.3683072675485164,-0.04943045851541683,0.4780410605017096,0.4480079934000969,-0.0042977741850336315,0.5533124124631286,0.45228222967125475,0.006003331029205583,0.5198029889725149,0.4304019713308662,-0.02590034465538338,0.5187038430012763,0.4764196793548763,-0.01977686407190049,0.4579665772616863,0.4388346620835364,-0.0036830958852078766,0.5620304397307336,0.44215392018668354,0.008063073561061174,nakikinig,2025-11-21T07:43:49.510066
0.2982372511178255,0.548174511641264,3.5557048727596907e-07,0.3061091508716345,0.47268698923289776,-0.0014776414145103445,0.3418346829712391,0.4000934073701501,-0.006502135831397027,0.3656478561460972,0.34307024627923965,-0.01173954827390844,0.3666329374536872,0.29658674355596304,-0.016765231848694384,0.3707646047696471,0.399706126190722,-0.0214956906856969,0.4128127144649625,0.3429930070415139,-0.031900105299428105,0.43821790628135204,0.3104267995804548,-0.03561486885882914,0.4578476008027792,0.28489350341260433,-0.03684725041966885,0.3880395069718361,0.4326755637302995,-0.026752942707389593,0.45653329882770777,0.39278703555464745,-0.03525528195314109,0.4883066825568676,0.37085401359945536,-0.03609047073405236,0.509440716356039,0.35626698937267065,-0.035466537927277386,0.39923681505024433,0.4719445835798979,-0.030122929951176047,0.44698337838053703,0.44576728343963623,-0.03814509266521782,0.43100420106202364,0.44525566045194864,-0.03070916805882007,0.41067697666585445,0.45139924716204405,-0.02229090002947487,0.40550683345645666,0.5104200933128595,-0.03330152959097177,0.43812773935496807,0.4798092721030116,-0.03424312430433929,0.423682177439332,0.48042208421975374,-0.022420014971430646,0.40621639136224985,0.4880362031981349,-0.011536774909473024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4376445059897378,0.2967636014800519,0.009442039179702988,0.4847374400123954,0.30419344641268253,0.005419294020157395,0.5464730146341026,0.3052608430152759,0.011980087024312525,0.5863957444671541,0.3001718439627439,0.023844593702960992,0.5270258793607354,0.38237256242427975,-0.04919357871403918,0.5216056015342474,0.3949565020157024,-0.025913429461070336,0.5281042014248669,0.36930150375701487,-0.05230909834790509,0.5272479224950075,0.3519629411166534,-0.0483818426146172,0.51726807304658,0.36922154331114143,-0.05183581456367392,0.5367566153872758,0.3699634993681684,-0.05045108436024748,0.4744255879195407,0.4476180337369442,-0.0032034300465966226,0.5528344172053039,0.4522673088358715,0.00580890854325844,0.5197643048595637,0.43173668801318854,-0.02600550526403822,0.5183663193602115,0.4749750604387373,-0.019978386397269787,0.4556844588369131,0.4395045761484653,-0.0025196801725542173,0.5619145061355084,0.44253168476279825,0.0077237213554326445,nakikinig,2025-11-21T07:43:49.644295
0.29469811264425516,0.5643811281770468,3.473306311452262e-07,0.304147164337337,0.485295451246202,-0.00362270366755979,0.3419902864843607,0.4116111104376614,-0.00902457963093184,0.3681511003524065,0.35316571965813637,-0.014055404801183613,0.37277813209220767,0.3062182920984924,-0.018806532316375524,0.37370629189535975,0.417211860883981,-0.022146395465824753,0.4275274449028075,0.3772895564325154,-0.032308210269548,0.4597396096214652,0.3540570279583335,-0.03584947728086263,0.48321652691811323,0.3351907981559634,-0.0366489821462892,0.38908626511693,0.4530254569835961,-0.02558106346987188,0.4589056451804936,0.4157018642872572,-0.032793672173283994,0.4882077183574438,0.3919040081091225,-0.03226669685682282,0.5059668403118849,0.37353821797296405,-0.030920845980290323,0.3987197810783982,0.4926264649257064,-0.02746574196498841,0.4493060912936926,0.46308737993240356,-0.035037734254729,0.4341695331968367,0.4587462958879769,-0.02722693426767364,0.41358047258108854,0.46089849388226867,-0.01858554950740654,0.4040353666059673,0.5302733825519681,-0.02925953228259459,0.4388598119840026,0.4959955154918134,-0.02978538756724447,0.4245907934382558,0.49484294885769486,-0.017973841060666018,0.40685992361977696,0.5012544333003461,-0.00719388550351141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43621578539023176,0.2975086880614981,0.008363779341379995,0.4827161501161754,0.3049701498821378,0.004179519901981621,0.5449013651814312,0.30614181159762666,0.010550897332450404,0.5853342135669664,0.3007546473527327,0.02236003593316127,0.5257969205267727,0.385879369743634,-0.04953255082364194,0.5203707171604037,0.398223937896546,-0.02548009670135798,0.526848919922486,0.37274316244293004,-0.05293618825817248,0.5259266579523683,0.35509356221882626,-0.04930676516960375,0.5158455130876973,0.37264812242938206,-0.05243177994998405,0.535571625106968,0.37331675115274265,-0.05108867555100005,0.4727279414073564,0.4479961823672056,-0.0016395051502513525,0.5520776042249054,0.4529469111585058,0.007098176076397067,0.5186522308504209,0.43258022278314456,-0.025136230819043703,0.5163741620490327,0.47700208972673863,-0.018206971255494864,0.4542432902380824,0.44296900054905564,-0.0008482851189910434,0.5604041231563315,0.44559978431789204,0.009065077480045147,nakikinig,2025-11-21T07:43:49.761687
